goods,purchases,parking,rental_bag,date
5,21140.0,0,1,2022-11-17
19,108990.0,1,2,2023-01-07
25,115000.0,1,2,2022-11-29
5,39760.0,0,1,2023-01-08
22,,0,2,2022-12-28
24,,0,2,2022-11-30
7,,1,0,2022-12-11
20,147340.0,0,2,2022-12-02
16,,0,2,2023-02-13
24,121520.0,0,2,2022-12-21
26,,0,2,2022-12-21
8,,0,1,2022-11-07
15,121700.0,1,2,2022-12-31
24,,1,2,2023-01-25
29,145920.0,1,2,2023-02-05
16,110060.0,1,0,2023-02-07
2,7700.0,1,0,2022-12-17
22,187220.0,0,0,2022-12-19
13,51760.0,0,0,2023-01-22
10,,0,1,2022-12-26
17,113990.0,1,2,2022-12-02
4,33600.0,1,1,2022-12-18
7,,0,0,2023-01-29
1,7600.0,0,0,2023-02-17
25,174960.0,0,0,2022-11-01
29,171540.0,0,0,2023-02-11
11,47880.0,1,1,2022-11-28
28,436950.0,0,2,2022-12-19
1,3600.0,1,2,2022-12-21
18,153970.0,1,2,2023-01-17
12,47050.0,1,1,2022-12-25
10,34860.0,0,1,2022-12-24
0,0.0,0,0,2022-11-14
27,40280.0,0,2,2022-12-17
15,133720.0,1,2,2023-02-02
31,,0,0,2022-12-14
0,0.0,0,1,2023-02-21
10,86120.0,0,1,2023-01-01
21,143460.0,0,2,2022-12-15
27,,0,2,2023-02-07
28,123270.0,0,2,2023-02-11
7,35870.0,1,0,2022-12-01
15,127250.0,1,2,2023-02-04
27,104710.0,0,0,2022-12-13
1,,0,0,2023-01-24
16,135510.0,1,2,2022-11-27
31,,1,2,2022-11-24
24,490650.0,0,2,2022-12-20
16,139960.0,1,2,2023-02-13
12,45200.0,0,0,2022-12-15
17,81670.0,0,0,2023-02-04
31,226070.0,1,2,2023-02-08
22,106650.0,1,0,2022-12-28
24,89310.0,0,2,2023-02-03
26,181180.0,0,2,2023-02-14
8,66910.0,0,1,2023-01-13
28,120650.0,0,2,2022-11-30
12,86450.0,1,1,2023-02-08
27,118690.0,0,2,2022-11-23
16,448850.0,0,2,2022-12-09
13,110100.0,0,2,2023-02-07
28,,0,2,2022-12-30
7,25210.0,0,1,2023-02-27
27,158200.0,1,2,2023-01-06
2,10380.0,1,0,2023-02-11
10,,0,1,2022-11-05
13,,1,2,2023-01-01
2,18000.0,0,1,2023-01-16
17,313410.0,0,2,2023-01-17
24,194190.0,1,2,2022-12-27
29,694740.0,1,2,2023-01-30
0,0.0,0,2,2022-12-21
8,68740.0,1,0,2022-11-17
21,116220.0,0,2,2023-02-03
18,119960.0,0,2,2022-12-05
26,106530.0,1,2,2022-11-19
9,,0,0,2023-02-03
11,68610.0,1,1,2022-12-19
10,,1,1,2023-01-18
30,168420.0,0,2,2023-01-21
24,,0,2,2022-11-08
14,123630.0,1,2,2022-11-17
28,206280.0,1,2,2023-02-22
25,,0,2,2022-12-08
2,368070.0,1,2,2022-11-20
0,0.0,0,0,2022-12-06
12,50290.0,1,0,2023-02-04
26,119260.0,0,2,2022-12-03
0,0.0,0,0,2022-11-10
29,232090.0,0,2,2022-12-28
14,79610.0,0,2,2023-01-22
27,178860.0,1,2,2022-11-09
26,239120.0,1,2,2023-01-28
15,127060.0,1,2,2023-01-03
22,154990.0,1,2,2023-01-07
5,,0,0,2022-11-05
24,179940.0,0,2,2023-01-13
24,184300.0,0,2,2022-12-29
27,176230.0,1,2,2022-12-24
29,253150.0,1,0,2022-12-04
22,498150.0,0,2,2023-01-30
5,29390.0,0,0,2022-11-02
14,85430.0,0,2,2022-12-17
9,74740.0,0,1,2022-11-30
20,85430.0,1,2,2022-11-04
14,72050.0,1,2,2022-11-13
10,86090.0,0,1,2022-11-04
6,29680.0,0,0,2022-12-14
30,,1,2,2023-01-01
28,124360.0,1,2,2023-02-20
20,,1,0,2022-12-31
1,6840.0,1,0,2023-01-20
15,70620.0,1,2,2023-02-10
9,44290.0,1,1,2022-11-08
15,114890.0,0,2,2022-12-26
2,9750.0,0,0,2022-11-27
31,197290.0,1,2,2023-01-23
9,62840.0,0,1,2023-02-15
0,0.0,1,0,2023-01-25
18,91360.0,0,2,2022-12-19
8,,1,0,2022-12-06
3,23420.0,1,0,2022-11-17
11,339700.0,0,1,2022-11-06
15,54870.0,0,0,2022-11-27
20,,0,2,2023-01-11
27,119110.0,0,2,2022-11-29
21,147400.0,0,2,2023-02-15
25,439050.0,0,0,2023-01-17
30,251550.0,0,2,2023-02-16
15,58230.0,0,0,2022-12-22
13,,1,2,2023-01-30
26,301710.0,1,2,2022-11-17
8,59810.0,0,0,2023-01-20
17,135930.0,1,0,2022-12-31
13,671720.0,1,2,2022-12-29
25,160670.0,1,2,2023-01-10
14,453200.0,1,2,2022-11-23
15,121790.0,1,2,2022-11-03
15,130250.0,1,2,2023-01-14
20,,0,2,2023-01-10
2,6920.0,0,0,2022-11-19
0,0.0,1,2,2022-11-18
2,13230.0,0,2,2022-11-12
29,,1,2,2023-01-24
13,55210.0,1,0,2022-11-03
30,120370.0,1,0,2022-12-21
17,120190.0,1,2,2022-12-22
8,70450.0,0,0,2023-01-31
20,117310.0,0,2,2022-11-22
20,124600.0,1,2,2023-01-09
26,428650.0,0,2,2023-02-11
21,,1,0,2023-02-10
6,355860.0,1,1,2022-12-16
13,59760.0,1,2,2023-02-26
15,101980.0,0,2,2023-01-21
25,137290.0,0,2,2022-11-01
7,58020.0,0,1,2023-01-19
27,,0,2,2023-01-30
7,177540.0,1,1,2022-11-16
12,67310.0,1,1,2023-02-18
14,57700.0,1,0,2022-11-16
23,382810.0,0,2,2022-12-31
31,582840.0,0,2,2023-01-29
31,186970.0,1,0,2023-01-21
9,883030.0,1,1,2023-01-25
18,61470.0,0,2,2022-11-14
2,6940.0,1,0,2023-01-08
6,,0,0,2023-02-24
20,545170.0,0,2,2023-02-01
25,139200.0,0,2,2022-12-30
4,16300.0,0,1,2022-11-23
29,277420.0,0,2,2023-01-29
17,97690.0,1,2,2023-02-10
10,25240.0,1,0,2022-11-10
23,84870.0,1,2,2022-12-15
12,63690.0,0,0,2023-01-08
28,229180.0,1,2,2022-11-17
16,102040.0,1,2,2023-01-22
2,10050.0,0,1,2022-11-14
18,106870.0,0,0,2022-11-15
2,,1,0,2023-01-21
10,52190.0,0,1,2022-11-18
9,35000.0,1,1,2022-12-25
9,34930.0,1,1,2023-02-16
0,,1,1,2022-12-31
9,65260.0,0,0,2023-02-07
31,,0,2,2022-12-24
20,163760.0,0,2,2022-12-30
26,180720.0,1,2,2023-01-10
21,198450.0,1,2,2022-11-29
10,201470.0,1,1,2023-02-06
5,39750.0,0,1,2023-01-27
23,180630.0,1,2,2022-12-09
12,47770.0,0,1,2022-12-13
10,30820.0,1,1,2022-12-21
4,16560.0,0,0,2022-11-01
23,182750.0,0,2,2022-12-05
6,30020.0,1,0,2023-02-11
3,220640.0,1,2,2023-01-26
30,252640.0,1,2,2023-01-02
10,,0,0,2023-01-25
11,,0,1,2023-02-22
25,172630.0,1,2,2022-12-15
0,0.0,1,0,2023-01-04
4,29200.0,0,0,2022-11-20
26,166340.0,1,0,2023-01-23
12,97420.0,1,1,2022-11-08
10,303840.0,0,0,2023-02-27
23,204850.0,1,2,2022-12-31
29,229660.0,0,2,2023-02-08
26,155590.0,0,2,2022-12-27
20,,1,2,2023-02-27
25,94860.0,0,2,2022-12-12
20,86580.0,1,2,2023-02-02
22,,1,2,2022-12-23
25,185510.0,1,2,2022-11-19
14,,0,2,2023-01-03
13,,0,2,2023-02-04
5,,0,1,2023-02-11
29,190530.0,1,2,2023-01-15
20,674090.0,1,2,2023-01-25
7,60010.0,0,0,2023-02-13
9,561070.0,0,1,2022-12-15
31,209410.0,1,0,2022-11-29
17,,1,2,2023-01-07
19,112460.0,0,2,2023-01-09
29,107650.0,1,0,2023-01-19
0,579130.0,1,1,2023-01-17
11,64950.0,1,1,2022-11-15
5,,1,1,2023-02-22
10,67550.0,1,0,2023-02-22
19,600350.0,1,2,2022-12-08
4,36400.0,1,2,2022-12-13
23,145290.0,1,2,2022-11-16
17,68230.0,1,2,2023-01-26
22,152990.0,1,2,2023-02-01
22,132120.0,0,2,2022-12-15
0,0.0,0,2,2022-11-15
1,,0,1,2022-11-30
8,61530.0,1,0,2023-01-14
21,138710.0,1,0,2023-01-07
23,150160.0,0,2,2022-11-25
27,,1,2,2022-11-11
30,462070.0,1,2,2022-11-12
20,108570.0,0,2,2023-02-20
17,143870.0,1,2,2022-11-21
3,17300.0,0,1,2023-02-07
30,229280.0,0,2,2023-02-13
17,460900.0,0,2,2022-12-29
20,,0,2,2022-12-21
21,159430.0,0,2,2023-01-26
18,173500.0,1,2,2023-01-21
3,22000.0,0,0,2023-02-19
18,160980.0,1,0,2022-11-29
26,163230.0,1,2,2023-02-06
1,,0,0,2023-02-28
8,70510.0,0,1,2023-02-14
29,267660.0,1,2,2023-01-21
24,213720.0,0,0,2023-01-07
29,111010.0,0,2,2023-01-25
23,,1,0,2023-01-01
10,79730.0,1,1,2023-02-05
5,31490.0,0,0,2023-01-10
12,,1,1,2022-12-13
25,424540.0,0,2,2022-11-23
8,30190.0,0,0,2023-02-12
17,76270.0,1,0,2022-11-13
29,,1,2,2022-12-26
8,994820.0,1,1,2022-11-11
25,131410.0,1,2,2023-02-09
5,30720.0,0,1,2022-12-28
16,86190.0,1,2,2022-12-28
8,39070.0,1,0,2023-01-11
25,84900.0,1,0,2023-01-17
22,165890.0,1,2,2023-02-09
2,14780.0,0,0,2023-01-11
5,79560.0,1,1,2022-12-13
7,23740.0,0,0,2022-12-16
29,104310.0,1,2,2023-02-14
24,111920.0,1,2,2022-11-28
30,179520.0,1,2,2022-12-10
2,13300.0,0,0,2022-11-02
11,95010.0,1,1,2022-11-30
25,122690.0,0,2,2022-11-21
11,52830.0,0,1,2022-11-22
2,13140.0,1,0,2023-02-15
9,64360.0,1,0,2023-02-15
5,25760.0,1,1,2023-01-12
14,,0,2,2022-12-08
2,143500.0,1,0,2022-11-12
31,190900.0,1,2,2023-01-20
10,,0,0,2023-01-04
17,125780.0,1,0,2022-12-12
31,,0,2,2022-12-04
2,11280.0,0,1,2022-12-07
21,,0,2,2022-11-20
25,172510.0,0,2,2022-12-17
6,41990.0,0,1,2023-01-11
5,41610.0,0,0,2022-12-09
15,,0,0,2023-01-16
12,,0,1,2022-12-28
31,128490.0,1,2,2023-01-15
5,584920.0,1,1,2022-12-20
7,,1,1,2023-02-22
6,902350.0,1,1,2022-11-02
6,,0,1,2023-01-16
18,,1,2,2023-02-28
29,250600.0,1,2,2023-02-21
2,14840.0,1,0,2022-11-28
26,92540.0,0,2,2023-02-16
19,146990.0,0,2,2022-12-06
29,130930.0,1,2,2022-12-14
1,3670.0,1,0,2022-11-25
2,,0,1,2022-12-12
25,109330.0,1,2,2023-01-18
0,0.0,0,0,2023-02-04
14,480340.0,0,2,2022-11-19
29,127060.0,1,2,2022-12-27
29,,0,2,2022-11-20
2,14870.0,0,2,2022-11-24
25,192220.0,0,2,2023-02-08
3,14860.0,1,2,2023-02-20
20,142190.0,1,2,2022-11-15
28,133620.0,1,0,2022-12-16
16,144030.0,0,2,2022-12-02
14,,0,2,2022-11-25
16,124840.0,0,2,2022-11-20
22,163280.0,0,2,2023-01-27
9,76640.0,0,1,2023-02-02
19,,0,0,2022-12-19
16,,0,2,2022-11-24
26,205120.0,0,2,2023-01-21
30,145320.0,1,2,2023-02-20
24,,0,0,2023-01-04
15,81850.0,1,2,2023-02-10
17,184190.0,0,0,2022-11-07
5,50850.0,1,1,2023-01-15
13,85600.0,1,2,2023-02-09
14,322910.0,1,2,2022-11-09
16,,0,2,2023-02-14
13,412540.0,1,2,2022-12-12
31,113400.0,0,2,2022-12-17
23,167840.0,1,2,2022-11-28
28,99870.0,0,2,2022-12-06
22,73530.0,1,0,2022-12-01
15,78400.0,0,2,2023-01-02
23,125670.0,0,2,2022-12-06
9,124310.0,1,1,2022-12-17
9,80250.0,0,0,2022-12-19
30,247330.0,0,2,2023-01-25
23,,1,2,2023-02-24
8,,1,1,2022-12-04
29,175380.0,0,0,2022-12-21
7,46280.0,1,1,2022-12-18
17,106970.0,0,0,2023-01-14
29,97390.0,0,2,2023-02-24
12,95320.0,0,1,2022-11-15
31,114920.0,1,2,2023-01-18
29,201140.0,0,2,2022-11-01
31,,0,2,2022-12-03
18,,0,0,2022-11-07
21,193480.0,1,2,2022-12-05
0,,1,0,2022-11-22
5,21880.0,0,1,2022-12-08
18,88310.0,1,2,2022-11-25
27,240350.0,0,0,2022-12-30
20,185230.0,1,2,2022-12-01
19,144050.0,0,2,2023-02-09
26,113020.0,1,2,2022-11-09
18,,0,2,2023-02-07
27,,0,2,2022-12-28
28,,0,2,2022-11-19
0,0.0,1,1,2022-11-05
24,84860.0,1,2,2022-12-17
19,127570.0,1,2,2022-11-09
25,132670.0,1,2,2022-12-22
19,108550.0,0,2,2023-01-22
1,,1,0,2023-02-11
13,119680.0,1,2,2023-01-16
29,187070.0,1,2,2023-01-13
25,150490.0,0,0,2022-11-20
29,239180.0,0,2,2023-02-21
14,76420.0,1,0,2022-12-08
9,271550.0,1,1,2023-01-05
24,130570.0,0,2,2023-01-02
20,157310.0,0,2,2022-11-05
5,28470.0,1,1,2023-01-01
30,102260.0,1,2,2022-11-12
24,239610.0,0,2,2022-11-15
23,152240.0,0,0,2022-12-12
27,235970.0,0,2,2023-02-04
9,,1,1,2022-12-24
8,372370.0,0,1,2023-02-06
14,,1,0,2022-11-14
27,214740.0,1,2,2022-11-13
10,64360.0,1,0,2023-02-23
7,54530.0,1,1,2022-12-21
25,207710.0,1,2,2023-02-18
25,185280.0,0,2,2022-12-30
16,58100.0,1,2,2022-12-01
19,78130.0,1,2,2023-01-07
31,,0,2,2023-01-27
15,109320.0,1,2,2023-02-25
1,7670.0,1,1,2023-02-26
28,215580.0,0,2,2023-01-14
12,,1,1,2022-11-23
15,49410.0,0,2,2023-02-28
12,,0,1,2022-11-09
6,,0,0,2022-11-01
14,526740.0,1,2,2022-12-26
26,,1,2,2022-11-30
20,119070.0,0,2,2022-12-14
14,61080.0,0,2,2023-02-09
9,38410.0,0,0,2023-01-30
7,987820.0,1,0,2022-12-23
7,63770.0,1,0,2023-02-06
3,23300.0,1,0,2022-11-25
24,127530.0,1,2,2023-01-23
12,678920.0,0,1,2022-11-21
10,59900.0,1,0,2022-11-12
4,,1,0,2023-01-23
26,109870.0,0,0,2023-01-25
16,92140.0,1,2,2022-11-21
25,1020220.0,0,2,2023-01-02
30,,1,2,2022-12-19
11,83530.0,0,1,2023-01-12
13,287410.0,1,0,2023-02-06
2,13440.0,0,1,2022-12-08
15,369700.0,0,2,2022-12-16
1,5740.0,1,0,2023-01-16
30,191440.0,1,2,2023-01-11
15,53360.0,1,2,2023-01-22
18,,0,2,2023-01-06
30,240060.0,0,2,2022-12-07
25,246740.0,1,0,2023-02-19
2,18340.0,0,1,2022-11-28
10,37650.0,0,1,2023-01-29
9,52820.0,0,1,2022-11-26
31,101690.0,1,2,2023-01-26
16,427400.0,0,2,2023-02-14
31,152360.0,1,2,2023-01-06
9,50000.0,0,1,2022-11-17
5,31180.0,1,1,2022-12-02
21,,1,0,2022-12-19
4,206900.0,0,0,2023-02-03
5,29720.0,0,1,2023-01-25
2,12170.0,1,0,2023-01-03
1,7360.0,0,2,2022-11-04
19,158140.0,1,2,2023-01-29
17,65020.0,0,2,2022-12-06
24,144150.0,0,2,2022-12-20
12,,1,1,2023-01-28
21,81180.0,0,2,2023-01-24
6,24420.0,1,0,2022-12-22
27,182400.0,0,2,2023-01-15
18,119440.0,0,2,2023-01-31
4,32130.0,1,0,2023-02-17
3,27160.0,0,0,2023-02-21
22,,1,2,2022-11-04
30,148970.0,0,2,2023-02-11
29,,0,2,2022-11-25
29,151470.0,1,2,2022-11-24
1,,1,1,2023-02-19
21,,1,0,2023-01-06
13,57670.0,0,0,2023-02-18
24,175610.0,0,0,2023-01-30
31,166340.0,0,2,2022-11-15
21,183580.0,0,2,2023-01-21
1,7980.0,1,0,2022-12-24
4,727570.0,0,0,2023-01-01
27,153030.0,0,2,2023-02-14
2,14560.0,1,2,2022-12-06
18,498230.0,0,2,2023-02-20
23,86160.0,0,0,2023-02-01
18,146010.0,0,2,2022-11-18
23,741140.0,1,2,2023-02-18
10,,1,0,2022-11-01
17,360830.0,1,2,2023-01-24
29,108040.0,0,2,2023-01-17
8,41810.0,0,1,2023-01-30
12,110140.0,1,1,2022-12-13
23,104280.0,0,0,2023-01-17
3,12560.0,1,0,2023-01-04
24,199440.0,0,0,2023-01-01
3,226620.0,0,1,2022-11-17
10,,1,1,2022-12-27
6,30410.0,0,1,2022-11-03
19,157370.0,1,2,2022-12-04
21,82240.0,0,2,2023-01-26
11,,1,1,2023-01-13
7,57000.0,0,1,2022-11-24
1,3750.0,1,0,2023-01-30
28,292180.0,1,2,2023-01-15
3,15840.0,1,0,2022-11-20
11,,0,1,2022-11-01
9,70530.0,1,1,2023-01-01
29,101540.0,0,0,2022-11-19
13,227710.0,1,2,2022-12-05
2,16620.0,1,0,2022-12-13
28,87060.0,1,2,2022-12-30
14,296680.0,0,2,2023-01-20
0,0.0,1,0,2022-11-06
12,128590.0,0,1,2022-11-25
27,517630.0,1,2,2023-02-03
17,226660.0,0,2,2022-11-29
10,,0,1,2022-12-01
2,10230.0,0,2,2023-01-13
8,54230.0,0,1,2022-11-13
4,14610.0,1,2,2022-12-01
29,552560.0,1,2,2023-01-22
8,33530.0,1,1,2023-02-07
6,258850.0,1,1,2022-11-27
15,97120.0,0,2,2023-01-10
15,68550.0,1,2,2023-01-05
17,92270.0,1,2,2023-01-24
10,310960.0,1,1,2023-01-17
15,920640.0,1,2,2022-12-20
27,203690.0,1,2,2023-02-15
1,868270.0,1,1,2023-01-22
30,112170.0,1,2,2022-12-20
19,,0,2,2023-01-31
15,67960.0,1,2,2022-11-13
9,63020.0,0,1,2022-11-01
22,106000.0,0,2,2022-11-25
13,51440.0,1,2,2023-01-17
19,85030.0,0,2,2022-12-17
17,,1,2,2022-11-28
29,138210.0,1,2,2023-02-19
2,15620.0,1,2,2023-01-28
24,137560.0,0,0,2022-11-12
30,115290.0,0,0,2023-01-23
19,86340.0,0,2,2022-12-20
23,,1,2,2023-01-21
5,,0,0,2023-01-28
19,156390.0,1,2,2023-02-24
9,61370.0,1,0,2023-01-03
29,257430.0,1,2,2023-01-12
25,100910.0,1,2,2022-12-29
4,,1,0,2023-01-28
15,139530.0,1,2,2023-02-07
27,140550.0,0,2,2023-01-15
14,,1,2,2022-11-28
15,487310.0,0,2,2022-11-03
31,206510.0,0,0,2022-11-18
2,13960.0,0,0,2023-01-22
16,55220.0,0,2,2023-01-16
0,0.0,1,1,2022-12-20
20,143580.0,1,2,2023-01-27
18,,0,0,2022-11-22
1,7900.0,0,0,2023-01-13
10,78390.0,1,1,2023-02-20
11,37050.0,0,0,2022-11-15
3,,0,0,2022-12-02
23,845540.0,1,2,2023-02-20
27,,0,2,2022-12-18
23,161320.0,0,2,2023-02-26
2,6980.0,0,2,2022-12-20
26,948280.0,0,2,2022-11-06
6,24640.0,0,1,2022-12-20
28,134630.0,1,2,2022-11-21
6,,0,1,2022-11-24
9,,0,1,2022-12-04
22,167410.0,1,2,2022-11-19
23,76830.0,0,2,2022-11-10
10,80950.0,1,1,2023-02-05
22,153790.0,0,2,2023-02-06
17,85590.0,0,2,2022-11-17
8,27170.0,0,1,2022-12-21
21,183730.0,1,2,2022-11-18
1,147860.0,1,0,2022-12-24
1,277330.0,0,1,2022-12-14
18,79700.0,0,2,2023-01-15
4,21200.0,1,0,2023-02-25
4,734940.0,0,0,2022-11-15
30,250680.0,0,2,2023-02-07
5,60840.0,0,1,2022-11-30
9,35710.0,0,1,2022-12-08
5,42020.0,1,1,2023-01-15
19,156980.0,0,2,2023-01-08
18,,0,2,2023-02-20
0,0.0,1,0,2022-12-20
4,,1,2,2022-12-28
8,64670.0,0,1,2022-11-20
15,124740.0,0,2,2022-11-11
19,120890.0,1,2,2023-01-06
13,79980.0,1,2,2023-02-03
13,562720.0,1,0,2022-12-13
9,216750.0,1,1,2022-11-06
27,216910.0,0,2,2022-12-15
26,110420.0,1,2,2022-11-17
7,64270.0,0,0,2023-02-06
11,93930.0,0,1,2022-12-07
14,106840.0,1,2,2022-11-30
11,93830.0,0,0,2022-12-02
8,68910.0,1,0,2022-12-21
16,73890.0,0,0,2023-02-08
24,97480.0,0,2,2023-02-15
11,101550.0,1,0,2022-12-20
11,109280.0,0,1,2022-12-20
6,34120.0,0,0,2023-01-20
10,256890.0,0,1,2022-11-27
9,46180.0,0,1,2022-11-23
2,10580.0,1,0,2023-02-08
19,109740.0,0,0,2022-12-13
15,,0,2,2023-02-01
10,46870.0,0,0,2022-11-28
31,258960.0,1,2,2023-01-27
8,344960.0,1,1,2023-02-26
4,24930.0,0,0,2022-12-16
11,597960.0,1,1,2023-02-03
4,32560.0,1,1,2022-11-10
1,4670.0,1,0,2023-02-24
22,181690.0,0,2,2023-01-21
29,,0,2,2022-12-08
25,210880.0,0,2,2022-11-15
12,109090.0,0,1,2023-01-18
5,48010.0,0,1,2023-01-12
22,159950.0,1,2,2022-12-24
0,0.0,0,0,2022-12-20
10,321220.0,0,1,2023-02-15
6,606060.0,1,0,2022-11-23
13,113980.0,1,2,2023-01-17
0,0.0,1,0,2022-11-04
30,200060.0,1,0,2023-02-02
7,,0,0,2022-11-12
9,83370.0,0,1,2023-02-17
14,138520.0,1,0,2022-12-26
17,113410.0,1,2,2022-11-26
4,33340.0,0,2,2023-01-26
26,243170.0,0,2,2022-11-03
17,64320.0,0,2,2023-01-14
18,142780.0,0,0,2023-01-02
11,94160.0,0,1,2022-11-02
24,122550.0,1,2,2023-02-23
13,97160.0,0,2,2023-01-28
1,7660.0,1,2,2022-11-27
4,25920.0,1,2,2022-12-31
13,93270.0,0,2,2022-12-10
5,41700.0,1,0,2023-02-08
0,,1,0,2023-01-31
27,101660.0,0,2,2022-11-15
18,,1,2,2022-12-19
8,57340.0,1,1,2023-01-30
0,,0,2,2023-01-17
9,66310.0,1,1,2022-12-17
15,,1,2,2023-01-15
25,178060.0,1,2,2022-11-20
30,258130.0,0,2,2023-02-23
15,107110.0,0,2,2023-02-23
11,,1,1,2022-12-12
4,,0,0,2023-02-03
10,,1,0,2022-11-13
24,163910.0,0,0,2023-01-10
4,13620.0,1,0,2023-02-25
9,567400.0,0,0,2023-02-28
31,142150.0,1,2,2022-11-07
14,71390.0,0,2,2022-12-19
23,217160.0,1,2,2023-01-22
1,429190.0,1,2,2023-01-19
21,98690.0,0,2,2023-01-25
17,317520.0,1,2,2022-11-25
4,27000.0,0,2,2022-11-17
16,91160.0,0,2,2022-12-09
19,120860.0,1,0,2022-12-21
23,213820.0,0,2,2022-11-30
29,211590.0,1,2,2023-01-03
12,75460.0,0,1,2022-11-25
8,50840.0,0,1,2023-01-04
15,90560.0,0,2,2022-11-12
17,,1,2,2023-01-02
16,391190.0,1,2,2022-12-31
29,,0,2,2022-12-20
4,477400.0,1,0,2023-01-19
12,273050.0,0,1,2022-12-27
25,207160.0,1,2,2023-01-09
11,59020.0,1,0,2023-02-02
20,,1,2,2022-11-03
16,99310.0,0,2,2022-11-02
23,905830.0,1,2,2022-12-16
17,161070.0,0,2,2022-12-28
15,,0,2,2023-01-26
25,176040.0,0,2,2023-01-25
14,56780.0,0,2,2023-01-17
9,65560.0,0,0,2022-12-17
19,154850.0,0,2,2022-12-15
26,216590.0,0,2,2022-12-23
1,6670.0,1,0,2022-11-25
12,99810.0,1,0,2022-12-01
5,33720.0,0,0,2022-11-14
23,130250.0,0,2,2023-01-29
29,218320.0,0,2,2022-12-22
22,179420.0,1,2,2023-01-05
15,196840.0,0,2,2023-01-11
11,502880.0,0,0,2023-01-24
15,,1,2,2022-11-28
10,35250.0,0,0,2022-12-28
10,53780.0,1,0,2022-12-30
15,131960.0,1,2,2022-12-10
27,357860.0,0,2,2022-12-25
23,89580.0,1,0,2022-11-06
16,69270.0,1,0,2022-12-08
2,11860.0,0,0,2022-12-03
31,271150.0,0,2,2022-12-14
9,74600.0,1,1,2022-11-05
27,198300.0,1,2,2022-12-08
31,517190.0,1,2,2023-01-14
4,618990.0,1,1,2023-01-31
20,420600.0,1,2,2022-11-13
3,842000.0,1,1,2023-01-21
6,41280.0,1,0,2022-11-01
18,,0,2,2022-11-08
0,,0,0,2023-01-10
17,115900.0,1,0,2023-01-27
26,98850.0,1,2,2022-12-28
13,104600.0,0,2,2022-11-25
28,184870.0,1,2,2022-12-24
7,41730.0,0,1,2022-11-15
6,57300.0,0,1,2023-01-03
23,107240.0,0,0,2022-12-17
1,7470.0,1,2,2023-01-01
15,51950.0,0,2,2022-12-26
18,,0,2,2022-12-21
1,63230.0,1,0,2023-01-11
6,41930.0,0,1,2023-02-14
6,44350.0,1,1,2022-11-15
16,,0,2,2023-01-30
12,108210.0,1,0,2022-11-15
25,621610.0,0,2,2023-01-18
6,40910.0,0,1,2022-12-09
10,42600.0,0,1,2022-12-09
27,,1,2,2023-02-16
0,0.0,0,1,2022-12-07
31,,0,0,2023-01-21
13,76160.0,1,2,2022-12-26
20,93000.0,1,2,2022-12-20
23,185830.0,1,2,2023-02-28
11,833750.0,1,0,2022-11-03
6,36520.0,0,0,2022-12-08
18,104100.0,0,2,2023-01-29
21,136650.0,1,2,2022-12-31
9,66290.0,1,1,2022-12-03
31,223040.0,1,2,2023-01-06
26,165790.0,1,2,2022-11-29
24,136140.0,1,2,2023-01-10
30,147080.0,0,2,2023-01-08
10,,1,1,2022-12-19
12,82070.0,1,0,2023-01-31
12,15520.0,1,0,2022-11-09
17,101220.0,0,2,2022-11-15
18,78850.0,1,2,2023-01-29
6,42530.0,1,0,2022-12-21
17,150390.0,1,0,2022-12-05
28,274970.0,0,0,2022-12-27
13,123510.0,0,2,2022-12-10
23,172240.0,0,0,2023-01-30
5,28720.0,1,1,2023-01-18
31,377350.0,1,2,2023-02-17
22,,0,2,2023-01-22
5,39850.0,1,1,2023-01-28
21,238100.0,0,2,2023-02-06
6,22360.0,1,0,2023-01-20
6,443300.0,1,1,2023-02-02
17,121710.0,1,2,2022-11-13
16,69800.0,1,2,2023-02-18
9,77940.0,0,1,2023-02-12
4,28800.0,0,0,2022-12-10
20,827270.0,1,0,2023-02-16
8,65790.0,1,0,2022-12-22
26,201650.0,1,0,2023-01-23
8,37680.0,1,0,2022-11-07
0,355170.0,0,1,2022-11-24
19,351870.0,0,0,2023-02-24
7,,1,0,2023-01-04
17,347470.0,1,2,2023-02-11
15,58800.0,0,2,2022-12-26
11,253820.0,0,1,2022-12-26
6,38910.0,0,1,2023-02-09
4,456920.0,0,2,2023-01-19
8,263930.0,0,0,2023-02-04
7,34760.0,1,1,2022-12-03
28,216950.0,0,0,2023-01-16
15,131030.0,1,2,2023-02-02
0,,0,0,2023-01-14
20,134930.0,0,2,2023-02-04
16,140370.0,1,2,2023-02-11
1,,1,0,2023-02-19
31,114080.0,1,2,2022-11-03
21,88930.0,1,2,2022-12-27
13,,0,2,2023-02-03
13,94430.0,1,2,2023-02-15
18,,1,0,2023-01-07
3,27070.0,1,0,2023-01-17
6,231890.0,0,1,2023-02-14
11,91540.0,0,1,2023-01-24
16,148730.0,0,2,2023-02-23
2,12030.0,1,1,2023-01-15
2,,1,0,2023-01-18
26,213210.0,0,2,2022-12-24
20,139950.0,0,2,2022-11-26
14,103850.0,0,2,2023-02-12
22,167230.0,1,0,2022-11-20
31,117030.0,0,2,2023-01-02
5,,0,1,2023-02-13
24,199080.0,0,0,2023-02-24
4,36690.0,0,1,2022-12-26
15,95890.0,1,0,2023-01-28
6,,0,0,2023-01-20
3,27450.0,0,1,2023-02-06
