ids,ages,orders,purchases,bookmarks,replies,ratings,period
20638,34,35,1058058.0,8,32,58,12
44532,42,58,186429.0,8,17,40,24
41104,46,70,1756763.0,6,30,64,22
38411,30,21,1874437.0,6,35,66,21
51666,53,52,3383112.0,8,26,41,28
51131,19,30,2362979.0,5,19,49,28
28767,34,31,244952.0,2,11,26,16
13331,40,82,6433770.0,12,16,46,8
41737,25,53,6152596.0,0,38,42,23
51618,36,70,386490.0,3,36,80,28
59780,44,33,2742394.0,11,31,55,32
28054,40,16,300000.0,11,35,105,16
34298,41,27,1146307.0,4,3,11,19
7811,31,46,3083425.0,2,18,36,5
73695,36,18,527091.0,6,10,26,39
20409,18,28,1877062.0,7,22,51,11
46751,25,77,6033095.0,10,39,39,25
9225,28,88,7596372.0,12,5,43,6
30906,24,21,1343971.0,9,38,66,17
38949,21,3,299998.0,8,22,31,21
16634,51,68,3847126.0,8,34,115,9
34770,48,49,2056174.0,9,2,5,19
26228,39,20,1934139.0,3,23,58,15
52377,25,15,570015.0,5,22,66,28
3143,19,31,467298.0,10,31,89,2
34642,54,29,1943014.0,2,0,0,19
63033,38,99,299998.0,0,39,53,34
19669,37,75,4643363.0,2,21,83,11
16496,39,30,1408774.0,4,30,115,24
71288,34,67,148025.0,4,37,129,38
20294,33,83,6656819.0,4,3,8,11
57252,26,18,211447.0,7,6,21,31
59928,53,92,300000.0,10,16,28,32
5400,30,83,299997.0,6,9,0,4
28656,33,66,178596.0,0,0,0,16
32431,40,53,110498.0,0,1,3,18
63311,30,78,7552580.0,10,7,12,34
16397,42,47,300000.0,7,7,26,9
8841,27,22,555430.0,4,21,26,5
28616,27,45,4487848.0,9,27,29,16
46680,37,83,2885230.0,1,11,39,25
65808,20,25,299999.0,6,17,40,35
20516,26,81,4194735.0,6,17,39,11
36297,25,50,101487.0,11,27,86,20
58567,37,38,1777271.0,9,38,150,31
48925,36,94,12396778.0,0,22,27,27
54186,35,25,2062889.0,4,15,59,29
20162,31,32,3146173.0,12,15,42,11
34789,21,91,2836874.0,7,36,100,19
63708,26,49,272511.0,4,10,14,34
38058,28,79,299999.0,0,26,53,21
50811,52,33,64606.0,8,20,31,6
26438,38,41,3634156.0,6,16,0,15
12041,19,56,888432.0,1,6,7,7
32292,26,76,3868766.0,8,3,6,18
11065,27,66,1437755.0,7,13,35,7
42717,31,61,104657.0,8,22,0,23
22145,23,84,4571250.0,12,11,22,12
242,36,90,5266116.0,5,31,37,1
60683,43,27,666061.0,8,23,164,33
50890,28,76,2858672.0,11,3,5,28
2660,35,96,5969899.0,3,12,13,2
17771,32,54,3786690.0,1,10,32,10
3870,40,30,916815.0,4,20,0,3
38324,49,46,2501867.0,6,26,42,21
43198,31,77,4888295.0,3,13,16,19
69785,25,81,6025652.0,0,36,57,37
35052,39,83,5788145.0,4,9,34,19
42536,30,66,5226096.0,4,38,142,23
255,42,42,6410872.0,2,19,60,34
56082,25,52,578544.0,10,10,24,30
14101,41,97,9266008.0,3,26,64,8
51385,42,29,140602.0,1,13,86,28
45703,53,65,5231039.0,1,0,0,25
1015,31,33,3452732.0,4,2,5,1
33427,20,86,8150864.0,10,23,32,18
11366,49,24,1734561.0,6,31,103,7
47736,29,77,5305098.0,10,39,99,26
32852,20,88,5609813.0,7,32,33,18
65751,27,20,377005.0,2,9,15,31
65803,31,91,1272917.0,1,31,110,35
62079,27,94,556911.0,10,20,26,33
43214,27,64,164393.0,10,5,10,24
35133,35,33,1549564.0,1,32,44,19
70629,45,36,1439023.0,7,30,63,38
9743,48,35,4859506.0,10,17,59,6
39193,35,25,916157.0,1,7,26,21
66339,40,49,1965414.0,12,25,83,36
22198,51,94,4714927.0,4,24,86,11
69598,30,3,252331.0,8,10,21,37
152,30,91,7321934.0,5,33,56,1
49827,22,13,704703.0,9,4,9,27
74322,24,45,2076288.0,1,24,87,40
56368,24,50,2487727.0,2,22,22,30
61436,26,87,12336250.0,6,36,67,33
19111,45,63,300000.0,3,23,79,11
43146,18,93,272399.0,9,39,75,24
27581,21,61,5450133.0,7,19,41,15
3544,33,91,189651.0,8,9,28,3
24987,33,45,1840858.0,11,4,0,14
8584,18,98,300000.0,12,15,39,32
47342,36,54,7076872.0,7,4,11,26
660,44,38,1161644.0,3,22,26,1
13964,43,14,80168.0,10,38,88,8
75637,41,6,299999.0,6,23,87,40
23013,51,63,5065740.0,1,22,30,13
31006,24,44,1996697.0,7,14,41,17
65714,28,52,299998.0,11,35,69,35
4037,23,67,6588713.0,2,18,59,3
56610,39,15,852329.0,3,3,8,31
62089,49,16,283166.0,1,20,27,33
15864,20,92,5454459.0,5,3,7,9
57772,50,10,300000.0,5,21,21,31
36186,28,43,3703526.0,11,25,0,20
10105,44,61,257437.0,6,39,135,6
16141,36,2,300000.0,12,1,2,9
39857,35,2,144024.0,4,35,76,22
56670,27,8,350902.0,5,26,110,31
45705,44,88,4453874.0,0,18,60,25
11812,40,74,5247246.0,10,0,0,7
39360,48,93,101026.0,1,13,39,21
940,37,45,1674226.0,3,32,68,1
23539,38,47,6291743.0,3,3,3,13
29478,20,72,8719675.0,2,9,17,16
3503,36,7,341729.0,7,21,58,23
35459,52,77,299999.0,2,36,37,19
70770,33,29,569713.0,6,21,10,38
33132,41,96,300001.0,5,38,143,18
67337,35,14,941702.0,4,28,51,36
17180,39,73,6168798.0,3,39,125,10
11857,47,34,2090152.0,0,19,31,11
8679,42,99,6259177.0,0,37,62,5
69748,37,29,197680.0,4,20,55,37
27074,40,33,3105618.0,5,35,59,15
67201,33,13,1572543.0,0,23,47,36
25792,44,48,589254.0,0,17,59,3
47411,45,10,300000.0,8,7,16,26
75780,33,10,791911.0,1,15,54,40
60488,29,35,3113468.0,11,18,28,11
43900,54,16,120519.0,5,21,34,24
18494,27,45,2956335.0,9,2,4,10
44982,34,71,7889134.0,11,27,38,24
5404,34,13,599420.0,10,0,0,4
54324,35,43,2097869.0,11,9,28,29
56232,29,38,300000.0,9,6,7,30
1893,44,94,5942430.0,11,21,42,2
14238,19,41,1130329.0,8,37,128,8
5095,40,33,1682206.0,3,35,139,3
26522,34,37,1085368.0,9,4,4,15
71928,26,8,948613.0,8,4,7,38
68150,25,49,4645803.0,8,19,23,36
2676,18,5,216453.0,4,22,44,2
51219,39,35,1776388.0,11,23,53,28
67499,28,46,3272064.0,3,38,113,36
74084,29,94,7933734.0,3,11,42,40
8244,32,91,389017.0,11,8,21,5
19939,33,31,1974122.0,5,35,132,11
38453,25,42,4007317.0,3,23,61,21
55650,33,39,3416753.0,3,14,34,30
33504,35,89,6364950.0,1,0,0,18
3196,38,32,1304195.0,7,8,11,2
1474,30,62,299999.0,9,27,48,1
35100,18,78,335451.0,11,25,92,19
18193,19,28,906373.0,8,1,2,10
63413,30,25,1418444.0,10,13,29,34
43438,27,27,299998.0,9,36,0,24
51141,25,23,1645553.0,8,16,17,39
46503,36,23,1712587.0,6,3,8,25
43003,18,7,596063.0,9,4,13,23
36654,37,57,7375281.0,4,30,82,20
19188,18,42,2122022.0,10,16,25,11
63974,20,96,5391572.0,10,36,46,34
23071,28,96,6884311.0,9,15,32,13
10636,42,4,282471.0,3,12,35,6
38275,19,56,245544.0,9,23,50,21
40806,32,73,422885.0,6,16,29,22
17423,18,64,1941370.0,8,27,70,10
30000,36,42,876768.0,7,5,67,17
58372,36,85,7347246.0,6,4,9,31
54583,29,84,5414881.0,4,27,92,17
20626,51,25,1357029.0,10,29,34,12
30391,32,75,217554.0,12,35,76,17
36967,31,54,3498012.0,11,39,60,20
62908,51,30,312507.0,7,19,34,34
56634,25,44,1730626.0,2,34,85,31
51255,25,55,819984.0,4,33,101,28
27921,32,51,300000.0,5,23,59,15
10455,25,87,7599971.0,2,9,35,6
33503,32,73,2202993.0,0,15,37,18
67959,37,60,3908888.0,6,19,21,36
27888,30,9,300002.0,12,0,0,15
72132,28,80,246462.0,7,6,13,39
48806,18,93,2407661.0,12,25,44,27
64659,46,35,2215683.0,10,34,95,35
28957,21,16,706842.0,8,27,91,16
67125,28,81,2804882.0,7,22,82,36
27709,39,38,167024.0,0,3,3,3
30136,38,85,13777128.0,3,24,27,17
60528,21,89,10467101.0,5,39,60,33
39401,36,95,3792412.0,12,7,65,21
64509,21,25,4351254.0,7,6,22,35
39802,22,5,230954.0,2,21,40,22
19663,48,34,110673.0,9,29,29,11
2938,42,3,261626.0,9,1,2,2
32380,41,11,1067235.0,7,14,21,18
42972,38,77,299999.0,2,16,18,6
64732,45,72,5867676.0,0,14,20,35
49480,28,66,2000936.0,10,16,18,27
19836,43,54,5111919.0,5,12,37,11
47128,35,21,2002866.0,8,34,119,26
19471,27,27,2581146.0,11,32,69,11
4932,42,9,577386.0,2,29,115,3
52024,18,97,299999.0,8,17,66,28
21732,32,27,530424.0,2,3,5,12
35024,30,27,1207518.0,5,36,72,19
3391,41,11,499948.0,12,7,13,2
6255,35,3,,4,37,49,4
29434,41,57,299998.0,1,12,25,16
70722,37,30,1341934.0,3,21,22,38
11199,28,51,300001.0,0,0,0,7
36410,51,56,1789973.0,1,6,0,20
31132,36,60,300001.0,8,4,8,17
68774,36,32,300001.0,5,35,139,37
36012,22,15,386270.0,11,32,40,20
10951,51,66,3716763.0,9,0,0,7
6726,18,38,1274902.0,1,15,54,4
15181,21,18,1697736.0,10,5,5,9
16853,25,89,8154518.0,2,36,123,10
61371,25,27,1001817.0,12,25,88,33
56571,37,14,1214173.0,3,14,52,30
21375,50,23,389769.0,7,21,69,12
74890,25,50,1029026.0,6,8,23,40
20564,35,22,1058999.0,0,33,113,39
63653,42,88,10664145.0,8,36,51,34
35674,24,61,2917419.0,2,19,51,20
21015,37,72,2470456.0,3,2,7,12
43076,33,11,420567.0,12,37,129,23
64124,33,65,2721221.0,12,1,3,27
25529,40,74,86951.0,0,14,43,14
43574,25,13,772261.0,12,16,26,24
22870,54,50,3961552.0,4,19,34,13
35951,34,24,3819651.0,6,20,50,20
24700,52,36,455943.0,6,16,40,14
70576,35,35,1984591.0,6,25,52,38
53716,20,66,9589687.0,7,36,0,29
59723,32,38,4986820.0,5,30,84,32
9600,19,98,299998.0,1,21,51,6
75322,23,59,300000.0,1,22,4,40
68359,29,62,3590332.0,5,3,5,37
20883,36,51,4411117.0,8,2,6,5
11106,29,23,1207437.0,2,27,55,7
64137,30,41,1961804.0,10,9,20,34
44784,48,24,1671654.0,0,35,105,24
39717,26,39,654902.0,1,29,100,20
63486,36,12,517045.0,4,8,20,34
58319,36,33,299999.0,5,22,86,31
52141,31,84,2404499.0,7,11,14,28
15923,20,1,35952.0,2,3,5,9
707,47,10,80178.0,0,15,46,1
21009,30,5,465913.0,11,6,11,12
49371,32,49,3112494.0,11,14,0,27
65477,47,12,702974.0,7,39,58,35
25059,24,13,1187721.0,9,20,25,14
16495,43,84,299999.0,8,3,8,9
41877,21,13,278071.0,12,33,72,23
30190,22,37,2099759.0,2,12,40,17
40829,53,82,4010893.0,1,11,33,22
5022,32,80,2782784.0,3,22,79,3
3019,53,49,2217149.0,12,39,112,2
44748,23,98,2360780.0,7,10,36,24
42694,36,60,240550.0,11,24,35,23
55868,42,89,2850186.0,11,0,0,30
34957,47,99,3029364.0,6,26,31,19
8627,27,66,300000.0,7,39,101,5
49667,29,26,2936764.0,8,15,17,27
40654,22,89,4811798.0,1,25,97,22
4758,39,3,293350.0,7,34,89,3
22569,27,49,3337122.0,7,34,123,13
22169,26,54,3111471.0,9,15,28,12
50465,18,38,42907.0,5,10,18,27
4846,18,23,1330727.0,5,32,124,3
43930,39,39,6421340.0,7,24,27,24
51430,40,31,1993721.0,10,18,32,28
32942,28,38,2964901.0,7,7,10,1
49546,37,97,134455.0,11,35,131,27
33996,31,63,1347228.0,0,5,19,19
1862,32,32,,5,35,55,2
18756,53,36,299999.0,3,6,6,11
72301,42,83,3147455.0,7,28,71,39
9012,46,90,8231777.0,12,39,115,6
10181,44,67,5236612.0,2,24,26,6
10393,45,19,1386279.0,2,17,54,6
53990,46,8,34443.0,12,22,84,29
27349,26,62,680783.0,12,39,53,15
34880,40,22,333635.0,3,25,98,19
33489,33,84,1771576.0,1,29,45,18
58773,42,98,6406438.0,11,30,44,32
64424,18,81,300001.0,9,9,15,35
71092,27,81,127871.0,0,26,52,38
12327,41,55,3223613.0,11,29,53,7
24246,21,34,2049186.0,12,8,17,14
14186,21,51,1953142.0,10,26,57,8
72114,29,73,333657.0,5,29,73,39
45542,42,59,74991.0,10,2,4,25
54398,51,32,1693138.0,7,20,52,29
59418,33,1,59308.0,2,32,77,34
26337,41,98,6303669.0,7,17,29,15
2760,31,30,151899.0,3,30,107,2
66364,35,86,300000.0,8,39,82,36
15657,32,18,2784709.0,2,3,6,9
9716,37,66,5477261.0,2,22,71,6
19495,44,59,5610550.0,8,0,0,11
4187,29,78,5125130.0,9,31,0,3
23915,36,17,1043014.0,6,8,18,13
37098,39,12,862759.0,7,23,31,20
73136,34,99,5237016.0,1,31,100,39
66447,39,56,4995078.0,0,28,39,33
16649,28,53,1627102.0,7,34,41,9
29100,32,70,3663661.0,4,34,123,16
52901,31,4,375282.0,12,6,12,29
49122,53,67,6541790.0,0,11,14,27
27394,29,33,2139687.0,5,5,16,15
42518,40,92,299999.0,0,0,0,23
18638,36,73,5715595.0,10,13,36,11
70572,53,59,4044641.0,12,23,33,31
68722,37,79,6273398.0,10,18,49,37
4794,27,52,3310624.0,0,12,39,3
57066,25,56,1050162.0,5,35,44,31
53396,37,38,752235.0,5,10,36,29
56490,46,72,3060158.0,2,37,0,30
41114,33,95,299999.0,0,24,47,22
16149,33,48,4229672.0,5,17,38,9
5623,41,22,,8,39,80,4
36539,29,22,1150429.0,1,10,23,20
22195,31,78,2609213.0,4,9,23,12
19937,43,64,4605439.0,1,9,26,11
70484,40,92,5743543.0,1,39,60,38
71373,44,78,5945131.0,0,1,2,14
36532,52,23,2068872.0,4,19,21,20
14368,21,96,12805795.0,9,32,0,8
48677,24,3,229816.0,12,1,2,26
25827,36,70,2283355.0,12,15,58,14
54901,26,61,5087598.0,2,12,19,30
25065,39,34,1105552.0,12,13,42,14
17698,22,3,231601.0,0,7,22,8
49076,39,62,2936206.0,1,8,23,27
37555,26,16,69091.0,10,15,56,20
27159,33,40,2163833.0,12,38,115,15
1282,44,64,8625246.0,7,39,134,1
64402,42,93,13243162.0,11,22,47,35
71536,30,20,639209.0,8,25,92,38
52431,24,24,1931611.0,10,27,91,28
58001,21,8,158666.0,12,2,3,31
22867,51,45,300001.0,6,24,35,13
1453,44,34,2037574.0,11,12,16,1
29454,27,62,8998821.0,7,21,0,16
54941,35,17,1475845.0,9,5,21,30
52895,25,43,3369830.0,6,4,7,29
2470,37,9,576814.0,1,38,115,2
17226,40,67,2127224.0,1,32,78,10
24205,32,68,2919245.0,6,5,16,14
64503,39,60,299999.0,5,12,14,35
59700,21,57,853224.0,9,36,73,32
55617,37,44,3179860.0,7,34,0,30
73254,24,65,2749494.0,10,3,8,39
13187,31,41,292973.0,7,18,43,8
18858,41,15,1570493.0,2,39,73,11
17356,30,73,2427790.0,6,21,77,10
33534,19,81,476021.0,10,30,80,18
74568,40,25,486008.0,3,11,26,40
35956,29,11,300000.0,0,28,28,20
9167,49,56,3700228.0,8,26,102,6
22942,35,23,2237974.0,8,3,6,13
70796,38,11,373017.0,7,30,85,38
63692,39,97,9045940.0,4,35,62,34
3461,27,85,5029659.0,1,10,14,26
52300,22,79,6572298.0,10,35,47,28
60923,50,19,785101.0,7,32,112,33
59804,45,77,4194695.0,7,7,7,32
60418,43,50,292928.0,3,1,3,33
39068,40,35,4476764.0,2,22,60,4
11932,52,68,4204259.0,0,33,33,7
38857,43,47,5581883.0,10,22,23,21
35623,51,77,3469144.0,11,5,5,20
10932,28,42,2266468.0,9,26,49,7
45614,30,35,2551917.0,11,18,67,25
43034,40,19,2203594.0,3,28,53,23
14323,46,74,1054522.0,5,17,59,8
73592,38,52,2212413.0,8,35,86,39
47382,26,94,9162909.0,7,16,29,26
18023,34,56,2069101.0,6,29,104,10
65688,22,62,470161.0,4,14,47,35
18072,53,51,6555275.0,7,21,65,10
16814,35,12,965465.0,2,31,100,10
50185,44,70,299998.0,1,16,23,27
30108,25,85,,1,13,36,17
57410,39,34,2596984.0,6,3,9,31
70782,33,83,7137005.0,9,1,3,38
48709,29,2,130891.0,5,2,2,26
4215,36,11,906130.0,2,12,22,3
35999,51,90,7305172.0,5,7,7,20
28731,32,71,7451618.0,12,5,6,16
24479,34,84,3404895.0,0,19,54,14
28068,34,53,3587454.0,12,24,27,16
68830,42,31,2460065.0,9,3,11,37
73115,24,4,263886.0,7,17,51,39
44415,40,16,973175.0,8,36,57,24
60848,50,43,5520786.0,7,28,96,4
30502,18,55,4394839.0,1,3,25,17
3721,31,45,3468041.0,9,18,46,3
27007,22,60,2259724.0,3,31,65,15
12091,20,21,794626.0,5,18,41,7
13059,34,4,356958.0,5,32,65,8
64213,38,76,6555436.0,12,4,4,34
25502,39,36,2319514.0,12,25,25,14
62428,44,99,1676602.0,12,7,20,34
31093,35,90,4458218.0,8,28,50,17
24807,41,95,3902914.0,1,26,49,14
72380,25,81,7492435.0,0,11,43,39
24712,20,26,2181329.0,3,22,63,14
35992,20,59,3050284.0,3,34,62,20
65821,41,24,1721951.0,2,6,14,35
54708,47,75,6935001.0,0,30,86,29
36024,39,79,5978829.0,1,10,35,38
54475,35,72,5939579.0,4,19,58,29
62272,46,32,1538340.0,8,15,54,33
29777,20,97,300000.0,11,21,29,16
53777,45,83,3217102.0,10,10,38,29
59007,33,27,1510245.0,4,8,13,32
24741,28,3,257418.0,2,29,51,14
50218,41,38,886665.0,3,36,0,27
20979,32,2,107980.0,1,7,14,12
12911,26,30,1798913.0,2,17,17,8
23579,23,70,2652448.0,12,19,54,13
17059,26,27,2116935.0,12,3,6,10
10715,26,6,574715.0,11,18,55,6
43758,21,18,671966.0,5,30,54,24
27763,26,13,462722.0,7,6,18,15
8031,54,33,1127968.0,12,39,67,5
59380,32,86,3471094.0,0,10,28,32
74952,31,10,138867.0,0,4,14,40
64841,25,79,2902919.0,1,3,5,35
69488,25,40,3312354.0,3,12,19,7
28371,29,24,2200038.0,8,21,64,16
65851,25,31,356499.0,5,34,34,35
45026,45,24,1982919.0,3,17,51,24
73329,25,26,782742.0,8,26,29,39
38635,36,18,732712.0,12,36,84,21
73888,27,44,3813963.0,2,29,41,40
20621,35,56,2764433.0,4,17,48,12
58682,51,5,404434.0,1,2,2,32
12456,44,84,7703997.0,5,37,45,7
48175,33,48,3586247.0,5,2,6,26
52762,22,77,5610649.0,2,10,34,29
40715,41,15,321934.0,11,6,20,20
61415,32,56,4387551.0,9,18,58,33
15968,41,90,5805090.0,2,34,84,9
57847,18,7,251905.0,3,6,12,10
12962,35,60,299999.0,0,16,55,8
390,24,12,443045.0,6,34,0,1
37372,43,8,467958.0,6,24,51,20
75447,40,15,488212.0,6,30,69,40
56306,23,5,274029.0,2,20,39,30
14224,26,18,314053.0,8,27,0,8
42681,43,30,1531654.0,8,12,124,23
44899,38,42,3516665.0,0,6,12,24
18303,32,40,1953210.0,12,17,24,10
62132,31,31,950745.0,9,11,15,33
15583,41,38,2796260.0,12,29,52,9
63237,34,48,5103194.0,7,16,21,34
51408,18,24,256100.0,1,20,64,28
69712,44,33,1691928.0,10,18,108,37
52388,40,72,5950638.0,7,7,0,28
659,18,78,3886192.0,8,29,31,1
54449,18,86,5761138.0,12,35,101,31
58164,31,31,353987.0,12,9,0,31
29358,36,50,2410660.0,3,0,0,16
22695,23,54,2699523.0,8,15,38,13
55860,28,50,363071.0,1,6,21,30
71945,44,79,1749736.0,4,4,12,38
68799,21,49,300000.0,4,12,42,37
50576,18,3,471903.0,1,0,0,27
39924,23,45,1094906.0,6,7,22,22
56984,41,6,389773.0,3,26,55,31
64502,25,53,4832139.0,12,2,3,35
32680,39,30,1044564.0,8,26,73,18
3055,28,95,1859568.0,7,29,43,2
75201,42,53,7371114.0,0,6,21,40
29590,19,85,4808716.0,11,33,64,2
62165,22,76,1629219.0,8,10,20,33
26630,47,25,439326.0,8,1,3,15
48314,53,14,449240.0,0,25,41,26
62243,32,60,859376.0,0,10,32,33
19323,40,57,3228838.0,10,11,35,11
24810,19,33,346023.0,10,18,51,14
64450,29,71,11297880.0,8,22,48,35
73283,18,11,300000.0,6,6,22,39
25312,33,73,5467823.0,9,28,80,36
74275,27,91,8359035.0,7,10,32,40
2620,24,89,606956.0,0,33,48,2
68600,26,30,1537708.0,1,36,101,37
40174,32,48,845182.0,3,5,9,22
72504,35,42,2012027.0,12,36,91,39
17908,23,44,299999.0,6,12,18,10
17909,27,79,4602844.0,3,31,86,10
5486,41,50,3064155.0,10,39,49,4
35763,52,6,187515.0,9,8,12,20
25742,21,15,1099124.0,5,6,21,14
13972,50,73,3676672.0,5,37,26,8
69741,31,3,300000.0,2,5,14,37
25652,23,63,5500593.0,2,32,39,14
13856,27,1,300000.0,2,0,0,8
18617,28,50,1502444.0,11,35,64,16
8518,26,41,1857291.0,0,29,58,5
5584,20,47,100368.0,2,31,49,4
17725,23,76,4475814.0,5,38,102,10
21795,44,80,65567.0,1,16,43,12
18429,23,74,6710138.0,8,1,1,10
57243,20,73,299999.0,2,37,105,31
26125,40,84,8642525.0,0,19,64,1
1254,41,25,1431026.0,1,29,36,1
34408,46,72,3427070.0,12,13,18,19
15789,37,86,5537364.0,4,28,62,9
37637,18,66,5441470.0,8,16,56,21
37674,36,14,299999.0,9,32,32,21
7535,40,84,3133870.0,0,14,46,5
54860,24,68,4263918.0,11,39,65,30
29318,40,11,675174.0,9,2,4,16
18637,19,66,5486675.0,0,2,6,27
46829,47,85,6034565.0,12,28,100,25
215,43,51,6801475.0,4,39,150,1
24549,22,12,510383.0,2,15,37,14
10819,28,86,5324257.0,5,34,117,6
20468,44,24,2338085.0,11,19,66,11
25037,22,21,1094733.0,3,17,20,3
11209,52,19,299998.0,11,15,51,7
23182,32,21,1464906.0,1,32,85,13
38524,43,98,8885091.0,4,0,0,21
71858,40,30,2909127.0,11,26,102,38
11631,37,42,1606159.0,4,17,18,7
29427,52,9,164301.0,1,20,76,16
22705,24,4,232435.0,2,23,61,13
30702,43,1,46070.0,7,14,54,17
63789,25,94,249751.0,1,13,37,34
17151,35,62,5041323.0,1,6,96,10
3613,51,92,1467968.0,1,16,27,3
24077,39,29,2673441.0,2,31,68,19
37441,34,78,6521298.0,4,12,18,20
2519,46,90,4890131.0,1,17,23,2
35139,35,86,299998.0,2,31,97,19
18924,39,95,5955249.0,4,21,29,11
72891,31,43,3747437.0,2,31,112,39
39035,43,48,2901552.0,3,22,43,21
57540,29,57,2259718.0,9,35,82,31
65443,43,72,5840140.0,11,10,15,35
64080,25,52,5185514.0,8,9,26,34
73701,22,37,1553287.0,8,0,0,39
8677,45,30,2982965.0,6,38,122,5
26152,44,67,9896442.0,2,4,6,15
13485,31,64,52547.0,3,23,51,8
50516,38,87,5587438.0,7,11,30,27
35789,51,3,291443.0,6,19,19,20
278,41,4,188541.0,9,18,68,1
48803,21,50,3365781.0,1,32,122,27
51652,44,38,63643.0,3,7,14,28
70699,39,24,4468407.0,3,7,17,38
5117,35,55,3698867.0,7,29,68,3
5205,45,93,2710886.0,4,13,35,3
46681,40,4,365709.0,5,10,34,25
37830,22,4,343272.0,6,0,0,21
50704,40,3,240633.0,1,7,12,28
57219,25,55,3560511.0,1,37,44,31
22993,33,36,1318325.0,1,16,33,13
70953,32,37,2568241.0,9,2,4,38
61891,32,45,3330314.0,4,37,109,33
28498,30,94,9273596.0,8,19,34,11
34410,19,75,3226913.0,6,4,12,19
67752,53,48,299999.0,8,29,61,36
60437,52,80,7791948.0,12,3,8,33
20227,54,98,300000.0,8,7,17,14
40758,54,71,8158699.0,2,21,75,22
6359,40,71,2966569.0,9,38,101,4
59977,41,66,7749536.0,3,10,38,32
72144,41,48,3835943.0,3,12,36,11
5408,40,50,2985637.0,7,36,44,8
311,30,14,137227.0,1,16,27,1
11071,21,65,266000.0,11,3,8,7
46769,27,23,1711242.0,11,14,54,25
49136,23,59,299999.0,2,14,39,27
37052,27,97,9969237.0,6,2,3,20
8453,37,78,182345.0,0,10,27,5
56190,29,15,1480722.0,11,13,47,30
1918,36,20,836096.0,1,31,24,2
59340,46,99,6060727.0,1,32,42,32
52044,38,87,12446445.0,8,10,18,28
13951,49,12,300000.0,9,28,94,8
46890,40,47,577253.0,2,9,32,25
62328,27,27,53793.0,9,16,58,33
33011,36,32,2459410.0,9,10,38,18
39163,43,69,5907152.0,11,14,55,21
2076,18,27,1226406.0,3,16,50,2
72381,47,13,988788.0,5,14,46,39
64332,34,30,440722.0,2,12,35,35
73943,26,19,1261290.0,8,32,69,40
62615,49,53,4242971.0,5,27,45,34
57417,25,37,150596.0,12,14,46,31
54884,19,9,1187304.0,1,16,40,30
13731,22,5,343126.0,11,33,108,8
49007,31,80,6779160.0,8,36,47,27
34559,26,42,299999.0,7,23,70,19
72652,38,73,943053.0,3,4,13,39
44400,49,91,3974037.0,4,1,1,24
61055,18,77,2507106.0,4,0,0,33
67636,39,65,5514651.0,11,4,14,36
16867,45,41,5090868.0,6,2,7,10
23527,21,35,1114713.0,0,13,13,28
22235,29,11,325113.0,6,5,12,12
45438,40,72,4303432.0,1,15,28,25
2774,26,27,1719840.0,3,37,105,2
16619,24,80,6509920.0,5,16,40,9
37619,44,3,233892.0,5,23,55,20
65872,27,83,342948.0,9,6,17,35
24539,22,57,2006492.0,1,31,69,14
23291,26,1,75090.0,3,14,61,13
49332,24,98,7320045.0,12,17,49,27
7352,39,94,1030334.0,5,15,18,5
309,24,35,2714013.0,5,26,60,1
56576,37,35,1594068.0,10,36,98,31
37792,29,93,296979.0,11,19,58,21
19255,25,1,92045.0,10,20,31,29
53143,28,49,299999.0,6,14,49,29
10429,28,58,115096.0,10,23,85,6
12435,40,24,2337022.0,1,18,17,7
9446,29,73,4600237.0,6,1,3,6
75138,23,50,300000.0,3,4,7,40
4460,48,28,765756.0,1,1,1,3
11048,53,23,1356118.0,1,12,14,7
37630,51,78,121055.0,10,33,47,21
50836,37,21,746756.0,1,36,90,28
48301,23,33,3047189.0,7,11,38,26
54087,23,76,4196240.0,12,3,9,29
55598,18,45,2402577.0,4,29,73,30
47622,29,19,284775.0,10,38,128,26
34773,26,46,448597.0,1,18,51,19
2798,31,59,5086075.0,12,7,18,2
74140,36,47,2030844.0,2,34,110,40
67154,31,26,799434.0,8,20,0,36
33891,27,89,3303369.0,3,4,7,19
17926,19,96,6322362.0,2,0,0,10
68346,30,50,299999.0,10,6,10,37
43682,27,46,300000.0,0,12,19,24
55932,32,38,3438558.0,10,14,47,30
13743,23,7,334149.0,8,3,8,8
18230,37,63,2754725.0,3,11,24,10
15514,33,9,663073.0,10,34,113,9
68601,36,58,,3,23,26,7
26395,48,12,368421.0,1,27,35,15
43243,21,71,300000.0,12,31,90,24
2003,33,38,1977979.0,12,12,23,2
6618,20,21,1112931.0,8,5,5,4
14806,27,97,2255430.0,0,22,20,9
25937,41,83,7785617.0,11,1,1,15
56442,24,68,819990.0,8,36,116,30
42879,43,17,1054693.0,6,33,90,23
64186,28,45,3715145.0,10,2,4,34
29268,21,91,7929334.0,8,21,80,16
51489,32,30,2352255.0,1,6,9,28
57309,34,86,5799068.0,0,17,55,31
37247,24,14,257966.0,7,28,94,6
43058,26,75,299998.0,12,25,87,23
63132,24,83,6856253.0,7,31,110,34
8637,22,37,2670426.0,11,21,59,5
4576,31,48,4703730.0,12,25,18,3
17803,35,78,7066478.0,5,30,86,10
43500,26,70,1446101.0,5,24,86,24
70665,31,25,1405773.0,10,6,18,15
72387,30,86,4635010.0,8,5,13,39
34897,36,75,300001.0,12,9,35,19
30842,48,26,299998.0,10,28,88,17
