enrollment_code,gender,bonus,penalty,school_code
CBERVS,F,2.4,0.0,SSHS
DZKXUQ,M,2.9,0.0,SSHS
RVZKAU,F,3.0,2.0,MWHS
DWBRFC,M,3.6,0.5,PYHS
YRLWKD,M,2.0,0.0,NKHS
PXGGCN,F,2.0,0.0,SSHS
TVIDFX,F,0.8,0.0,PYHS
HPKYPT,F,3.7,0.0,PYHS
NZZLYZ,F,5.5,0.0,NKHS
DUWQGR,F,4.4,0.0,NKHS
KQZIZE,M,0.0,1.0,PYHS
SSHLFQ,F,3.1,0.0,HJHS
OFDEWW,M,0.0,0.0,HJHS
LALVTD,M,3.0,1.0,SWHS
JLVFCA,M,0.0,0.0,HJHS
NIHPTP,F,4.1,0.0,PYHS
SGDSJT,F,2.5,0.5,PYHS
OBVPYL,F,0.5,0.5,PYHS
HXSBEZ,M,2.5,0.5,NKHS
XSUBVW,M,1.7,0.0,SWHS
AHCKSP,F,2.5,0.0,NKHS
XVFZDP,M,5.5,0.0,SSHS
IGGUST,M,1.5,0.0,SSHS
FTAYHW,F,3.8,0.0,HJHS
JHXINP,F,4.2,0.0,MWHS
KKZDDE,F,0.0,1.0,NKHS
JXGIUF,M,0.4,0.0,NKHS
EKRUBZ,F,0.0,0.5,SWHS
WZDDAY,M,4.6,0.0,NKHS
BMEMZS,F,2.7,0.5,SSHS
NWIYAV,M,2.0,0.0,PYHS
EKMHTA,F,0.3,1.5,SSHS
NCTQVA,M,1.4,0.0,NKHS
SAEEDO,M,2.9,0.0,PYHS
AKSVNL,M,0.4,2.0,PYHS
SDHFVS,F,1.8,0.0,SSHS
FZDNGD,M,4.0,0.0,SWHS
ZSGDDT,F,0.0,0.0,SSHS
DGCJDD,F,0.0,0.0,HJHS
OZOMIH,F,3.5,0.0,PYHS
WTCBLN,M,1.2,0.0,MWHS
TWTHEL,M,1.5,0.0,HJHS
NSHHNS,M,1.0,1.0,HJHS
GHLQBU,F,0.0,0.0,PYHS
PAJYTT,F,3.8,0.0,PYHS
DLJOAS,M,1.0,0.0,PYHS
OMAEIT,M,4.8,0.0,HJHS
DGSERL,M,0.0,0.0,NKHS
UCWXOB,M,4.6,0.0,MWHS
SOWEGP,M,4.2,0.0,PYHS
BOUNXT,F,3.3,0.0,PYHS
ZQJKHI,M,0.0,0.0,HJHS
OZUDNT,F,5.3,0.0,PYHS
VXFMQV,M,2.8,0.0,PYHS
WUGCKS,M,5.9,1.5,MWHS
SDQEFT,F,0.0,0.5,SSHS
KQYSJC,F,3.7,1.5,NKHS
OGPZTK,F,0.0,0.5,HJHS
KLAAZM,F,4.2,0.5,MWHS
IRKSBY,F,1.3,0.0,SWHS
XEMTGE,F,0.0,0.5,HJHS
UWLDFL,M,0.0,0.0,MWHS
GWGEDE,F,4.7,0.0,MWHS
FTCTGY,F,0.6,0.0,HJHS
JVQEYD,M,0.7,0.0,SSHS
FEWNZT,F,1.6,0.0,MWHS
VRXOPX,F,0.7,0.5,PYHS
MZBPXZ,M,3.0,0.5,HJHS
MPDWBS,F,0.0,0.0,MWHS
CDZWPM,F,4.1,0.0,SWHS
VQSJOR,F,0.0,0.0,HJHS
FGFZCW,M,0.8,0.0,HJHS
YUKHRS,M,2.5,0.5,MWHS
KGMUNW,F,0.0,0.0,HJHS
WZLLTF,M,0.0,2.5,HJHS
ADWECU,M,0.0,0.0,NKHS
VFNPLZ,M,0.0,0.5,SSHS
YVQEQB,M,3.2,0.0,MWHS
CMUASK,M,6.4,1.0,PYHS
WFWJPU,M,3.1,0.0,HJHS
XHKNPY,F,4.3,0.0,SSHS
IEPAWL,F,1.2,0.0,MWHS
SGABJY,M,3.8,0.0,SSHS
TLQLHP,M,0.9,0.0,SSHS
MWBRWY,M,0.0,0.0,MWHS
HUHBIN,F,0.6,0.0,PYHS
ICWECR,M,5.3,0.0,SWHS
YWSRQA,F,1.4,1.0,SWHS
ATRXXL,M,5.6,0.0,NKHS
CNVLPY,F,3.3,0.0,MWHS
XBDTIB,F,2.7,0.0,MWHS
NFIRCG,F,0.0,0.0,SWHS
SWMYBA,M,-0.0,1.0,HJHS
SFIDPD,M,1.3,0.0,NKHS
XAMHKK,F,0.0,0.0,NKHS
JDLVIB,F,0.9,0.0,NKHS
WIEKUF,M,3.5,0.0,PYHS
NJVYYK,F,3.4,1.0,PYHS
CQAAXJ,F,0.0,2.0,SWHS
MGQUQP,F,2.0,0.0,HJHS
UZJVBU,M,0.0,0.0,NKHS
IFRJDU,M,3.3,1.5,PYHS
SBEQSY,F,3.4,0.0,PYHS
XZIZSU,F,3.7,0.0,NKHS
RWYGXQ,M,0.5,0.0,SWHS
NAGAWN,F,2.8,0.5,SWHS
HWVFAV,M,0.0,0.0,NKHS
TCMROL,F,4.6,0.0,SWHS
CROXJU,M,0.0,0.5,SWHS
ZNEFVQ,F,1.7,0.5,SSHS
BPDMDC,F,0.4,2.0,HJHS
LAHXLW,M,2.0,0.0,MWHS
AHUOFH,M,3.0,0.0,SSHS
HFKLTA,F,4.6,1.0,SWHS
KBWLAN,M,0.0,0.0,HJHS
BJSGON,F,0.3,0.5,SWHS
ABMQME,M,1.8,0.5,NKHS
RNKQWH,F,1.5,0.5,HJHS
DEGENC,M,0.3,0.0,MWHS
NPXMGW,F,1.0,1.5,PYHS
FCCZPS,M,0.0,0.0,HJHS
ZPIBGO,F,3.5,1.0,MWHS
SMVYPM,M,2.4,0.5,HJHS
PHEVVX,F,2.7,0.0,SWHS
CUCHGX,F,0.0,0.0,HJHS
LZTVHW,F,5.5,0.0,NKHS
YNIRPL,M,1.8,1.0,HJHS
XHWCZR,M,3.3,1.5,PYHS
QMDTKF,M,0.0,0.0,MWHS
MZZPBT,M,2.1,0.0,PYHS
RTTEZS,M,0.0,0.0,MWHS
TFAUOL,F,1.2,0.0,PYHS
CRUUEK,F,2.4,0.5,NKHS
VKFXDU,F,5.2,0.0,NKHS
ZUOYMO,M,1.7,0.0,SSHS
YUYUBP,M,3.8,1.0,NKHS
PZFDVU,F,3.7,0.0,NKHS
IDKSTL,M,0.1,0.0,SWHS
QBHSLO,F,2.4,0.0,HJHS
VXOVZG,M,3.2,0.0,SSHS
BAEHZF,F,0.0,0.5,PYHS
OJIWGC,F,1.3,0.0,SWHS
AFCRKB,F,1.4,0.5,NKHS
KFUDKI,F,3.3,1.0,SWHS
VETKXT,F,0.2,0.0,SWHS
RFSQWU,M,6.9,0.0,SSHS
CGMEZB,F,0.8,0.0,HJHS
QKBHTY,F,4.4,0.0,SSHS
ERMEKD,F,1.5,1.5,MWHS
QEYWYN,F,4.7,0.0,PYHS
YPBNFF,M,4.8,0.0,SWHS
VZACWB,F,0.0,0.0,HJHS
PNGIRT,F,1.6,1.5,SWHS
BESCKK,F,1.7,0.0,SWHS
TESMVH,M,0.6,0.0,NKHS
NPOFBL,M,0.4,0.0,PYHS
ARDZTT,M,0.0,0.0,SSHS
MROKDT,M,1.8,0.0,NKHS
BFTQWD,M,5.7,1.0,SWHS
EYPQDX,M,0.0,0.0,SSHS
NUXVCC,F,2.7,0.0,SWHS
EHYWPL,F,0.0,0.0,NKHS
RGZIGA,M,0.0,0.5,MWHS
XMXHWP,M,3.3,0.0,SWHS
AWJAHC,M,2.6,0.0,HJHS
UTASSM,M,4.1,0.0,SWHS
LAZPVJ,M,1.8,0.5,SSHS
RWBRBY,F,1.1,0.5,NKHS
DDYBCO,F,5.8,0.0,NKHS
LVBNNJ,M,2.7,0.0,MWHS
OASXXB,F,5.9,0.5,HJHS
SJPYDJ,F,0.7,0.0,SSHS
GKFHAS,M,5.8,0.0,SSHS
TVBJQM,M,3.3,0.0,SSHS
JEYWJC,M,5.5,1.0,SWHS
NPUPQM,F,1.5,0.0,SWHS
VXZMXL,F,1.4,0.0,PYHS
WDLTUC,F,2.6,0.0,MWHS
ZHNVUV,M,1.9,1.0,MWHS
BOGJVO,F,0.0,0.0,HJHS
RMHWGG,M,0.0,0.0,PYHS
QZQXOT,F,0.8,0.0,PYHS
YZGILS,M,1.9,0.0,SWHS
LQDHHG,F,0.9,0.0,HJHS
OKTREK,F,3.9,0.0,NKHS
VBHNRY,M,2.5,0.0,SWHS
KRVTFA,M,0.7,0.0,SSHS
PNHMMA,M,1.6,0.0,HJHS
CDNDCF,F,2.0,2.5,PYHS
UKETPB,F,3.5,0.0,MWHS
XJATFB,F,3.1,0.0,NKHS
UTXTPW,M,3.1,1.5,PYHS
JTWUQJ,M,5.4,0.0,HJHS
ATBVSR,M,3.0,0.0,MWHS
KWBPZL,M,2.2,0.0,HJHS
TKPEOM,F,6.2,0.0,HJHS
QJMZHW,M,4.2,1.5,HJHS
IQASZK,F,2.3,0.0,SWHS
TUXVNM,F,1.4,0.0,PYHS
FAKWNS,F,1.5,0.0,NKHS
JYOLNJ,M,1.3,0.0,NKHS
JCWWWI,F,0.0,0.0,SSHS
CCKEGH,M,4.5,0.0,SWHS
LRQXMS,F,0.5,1.5,SWHS
PCUETN,F,0.7,1.0,NKHS
IGOBNC,F,3.1,0.5,NKHS
QWWBTR,F,3.1,0.5,HJHS
XUYSOX,F,0.0,2.0,SSHS
VRAXON,M,1.8,0.0,PYHS
WMHRGS,F,3.3,1.0,SSHS
NJXHOH,F,0.0,0.0,MWHS
DGWKAQ,M,2.3,0.0,HJHS
NQMYQS,M,6.2,0.0,SSHS
QXAQWH,M,2.8,0.0,MWHS
GSOZDM,M,3.0,0.0,MWHS
XYFIWU,F,1.8,0.0,HJHS
OFIJKO,M,1.3,0.0,MWHS
FSBFWB,M,5.0,0.0,MWHS
RTFKXA,F,1.1,1.0,PYHS
HXCRAR,F,1.4,0.5,MWHS
KFWPCP,M,4.3,0.0,SWHS
RTYHWG,M,0.0,0.0,SWHS
CDEHXT,M,0.5,0.0,PYHS
XRPLMV,F,3.4,0.5,SWHS
RSRWMN,M,3.1,0.0,PYHS
VJRPYB,F,2.0,0.0,PYHS
KRFJHM,M,1.3,0.0,HJHS
MEGFHN,F,0.9,0.0,PYHS
VNDJPP,F,0.4,0.0,PYHS
BHIPRU,M,1.6,0.5,SSHS
VANMUV,M,1.2,0.0,SSHS
FDJQXE,F,3.3,0.0,NKHS
RLJJIN,F,1.8,0.0,NKHS
JLXEFF,F,6.5,0.0,MWHS
XFCJVP,M,3.1,0.0,NKHS
RIUCHO,M,0.0,1.0,PYHS
YRFTAP,M,3.7,2.0,SWHS
QNGPTJ,F,2.7,0.0,MWHS
FTNPVD,F,1.4,0.0,PYHS
JYOCYY,F,1.8,0.0,SSHS
DNBXUJ,M,0.0,0.0,SSHS
VANEAJ,F,1.0,0.0,SSHS
GHXEEK,M,2.1,0.5,NKHS
BXFKID,F,1.8,0.5,NKHS
NZLCUR,F,1.9,0.0,MWHS
FIAFFB,M,3.3,0.5,SWHS
YKTJDI,M,3.6,0.0,SWHS
DRHZFT,M,0.0,0.5,MWHS
FKMFNY,F,1.7,0.0,PYHS
PFBVJW,F,0.5,0.0,SSHS
MPQSXB,M,1.4,0.0,NKHS
OSTSML,M,0.0,0.0,HJHS
UIFVBA,M,1.9,0.5,MWHS
ABAPPL,M,0.5,0.0,PYHS
YVTNOW,F,0.7,0.0,SWHS
LUDDZJ,F,1.8,0.0,MWHS
SMMPPT,F,2.7,0.0,NKHS
FDRNFV,M,1.8,0.0,MWHS
BHSEVS,M,0.0,0.0,SWHS
BWMRZT,F,2.6,1.0,PYHS
JKVYXJ,M,5.8,0.0,SWHS
KUKZAR,M,5.8,1.5,PYHS
RZLOGK,M,1.8,0.0,SSHS
PZEHBI,M,5.9,0.0,SWHS
MFWEXI,F,0.1,0.0,MWHS
LCJQVM,F,-0.0,0.0,PYHS
QNVECS,F,3.0,0.0,NKHS
EUQYZO,F,1.8,0.0,HJHS
GRHSCR,F,1.9,0.0,SSHS
WLJZGO,F,1.7,0.0,NKHS
NQIQJQ,M,0.0,0.0,MWHS
ATINVG,M,2.8,0.0,PYHS
CZXZQE,M,5.4,0.0,SWHS
JQYRFL,F,0.0,0.5,PYHS
VWSFSC,M,1.0,1.5,SWHS
HADNDI,M,0.4,0.5,SWHS
XOACQB,M,3.5,0.0,PYHS
VDPTFD,M,3.6,0.0,SWHS
KNDJKI,F,2.3,0.5,MWHS
SAXALD,M,4.2,0.5,SSHS
WWNBJW,F,0.0,0.0,SWHS
UYIXFZ,F,0.7,0.0,SSHS
KHSVVZ,F,0.6,0.0,HJHS
FSPRVY,M,2.5,0.0,NKHS
SNWVRW,F,4.3,0.0,SWHS
QXTKYY,M,4.9,0.0,PYHS
YIERCG,M,3.2,0.0,MWHS
DVGCMY,M,1.7,0.5,NKHS
NERACT,M,0.0,0.0,MWHS
BBXTNR,F,0.0,0.0,SSHS
AQKYQX,M,5.7,0.5,SSHS
CGBDZR,F,2.6,0.5,PYHS
KMMGWA,F,0.0,0.0,NKHS
ZGXMHW,F,2.2,0.0,MWHS
FVPANG,M,1.5,1.0,NKHS
FQITOE,M,0.0,0.0,SSHS
NZAYEV,M,0.0,0.0,SSHS
UZOWMV,M,2.4,1.0,NKHS
IVLIPJ,M,1.7,1.0,HJHS
CDAKVN,F,0.0,0.0,SSHS
KNRFEZ,M,1.4,0.5,HJHS
GYFKAV,F,4.0,0.0,NKHS
NEXQGK,F,2.7,0.0,NKHS
NUKHKR,F,0.0,0.0,SSHS
EEAFXA,F,3.3,1.5,SWHS
JUBDMX,F,1.1,0.0,SWHS
ZALQQL,F,1.7,0.0,PYHS
QTPEPP,M,1.1,0.5,NKHS
QDPQCI,F,4.5,1.5,MWHS
RPSJIP,M,0.0,0.0,MWHS
EJMDXK,F,1.2,1.5,MWHS
LOJUZS,F,0.9,0.5,MWHS
KXWLSE,F,2.4,0.0,MWHS
AMDWKQ,M,0.9,0.0,SWHS
UTZBYI,M,1.0,0.5,NKHS
GUBAQS,M,0.0,0.0,NKHS
FMWOBS,M,2.7,0.0,SSHS
QHYVFJ,F,2.3,0.0,MWHS
JLYIUP,F,0.4,0.0,MWHS
XNTSMI,M,1.0,1.0,MWHS
EZEGVP,M,4.7,0.0,MWHS
YCZNLN,M,0.0,0.0,SSHS
DFUBJX,F,4.4,0.0,HJHS
UAOSHD,F,2.8,0.0,SWHS
ZXIRHH,M,0.0,0.0,SWHS
XXZBWI,F,3.1,0.0,MWHS
GIHMOK,M,1.1,0.0,PYHS
TFIZQR,F,6.3,0.0,NKHS
CTXOPK,F,2.0,0.0,PYHS
MRHIZY,M,5.1,0.0,SWHS
NVZOXF,F,1.4,0.0,HJHS
RIPJAO,M,5.3,0.0,MWHS
WCULVI,M,4.9,1.0,NKHS
LYINKI,F,3.3,0.0,SSHS
NYABPW,F,0.2,0.0,SWHS
PMBAAY,M,6.1,0.0,SWHS
CIKCZW,F,3.1,0.0,NKHS
ZMVIAA,M,0.0,0.0,MWHS
VYIPSC,M,-0.0,0.0,MWHS
PALYMH,M,1.5,0.0,SWHS
OUJZJF,F,2.6,0.5,PYHS
PGOPVQ,M,4.0,0.0,HJHS
IWSVQI,F,2.4,0.5,SSHS
XXWOEH,F,2.1,0.0,NKHS
INXRSL,F,0.0,0.0,SWHS
NEBIOH,F,1.5,0.0,MWHS
RZYBEQ,M,2.6,0.0,SWHS
NELAOJ,F,4.2,2.0,PYHS
IWTZYW,F,2.1,1.0,SSHS
MFHELB,M,0.1,0.0,PYHS
NJZKEB,M,1.6,0.5,NKHS
CRCKPM,M,3.5,0.5,MWHS
BWGXMA,F,4.3,0.0,NKHS
DKNGWZ,M,0.0,0.5,SSHS
IFQJCN,M,3.9,0.0,SSHS
IIMBUN,F,1.4,0.0,NKHS
IELZIO,M,5.5,0.0,MWHS
DOFLOZ,M,0.0,0.0,MWHS
ZYPKMR,F,0.8,0.5,SWHS
CFZCMX,M,0.4,0.0,SSHS
XBPAQG,M,5.3,0.0,SSHS
BZUJRX,M,3.7,0.0,SSHS
QIVGIL,F,0.0,0.0,SSHS
FXWETC,M,0.3,0.0,PYHS
CKJOYQ,F,1.1,0.5,MWHS
ZMYKZD,F,0.0,0.0,MWHS
QZEYLL,F,2.0,0.0,SWHS
VBVSUG,M,2.2,1.0,SWHS
NUDGZO,M,2.3,0.0,SSHS
RKRKWE,M,0.0,0.0,PYHS
EKFPKM,F,1.2,0.5,PYHS
XZUKQM,F,1.3,0.0,PYHS
ECDZEZ,M,1.7,0.0,PYHS
JNPEXB,M,2.3,0.0,NKHS
HVBHGZ,F,3.1,0.0,NKHS
RQOJCO,F,2.6,0.0,MWHS
PIUODH,M,0.4,0.0,MWHS
RDRYAT,M,2.1,0.0,SWHS
XEAKYL,M,1.0,0.0,HJHS
GPGEIM,M,2.2,0.0,SSHS
IYHAEN,M,2.5,0.0,PYHS
XRAVEI,F,2.5,0.0,SSHS
NRGJPT,M,-0.0,0.0,PYHS
CYVOGA,M,0.7,0.0,SSHS
PPQSLK,M,0.0,1.5,NKHS
IBLSZH,F,0.3,0.0,HJHS
MSBRUZ,F,1.6,0.5,HJHS
HOFPRG,M,0.9,0.5,SWHS
QWVQES,F,4.3,0.0,SSHS
VWARCR,M,1.9,0.0,SSHS
XVUTKI,M,1.7,0.5,NKHS
ENHTZN,F,3.3,0.5,MWHS
VQTFJN,F,2.4,0.0,MWHS
DBNSDT,M,0.0,1.5,MWHS
WQYYSZ,F,2.7,0.0,MWHS
OASGGL,F,2.0,0.0,SWHS
DQWPAE,M,2.9,0.0,PYHS
LEYUNH,M,3.4,0.0,MWHS
TUMRTY,M,0.0,0.0,NKHS
WJRZWD,F,0.7,0.0,SWHS
XBPZPJ,F,0.0,0.0,PYHS
MZAQLV,F,1.2,0.0,SWHS
HTOYUR,F,3.7,0.5,HJHS
ZBNQFM,F,4.4,0.0,NKHS
PCMBAK,M,0.0,0.0,MWHS
ZTDOOY,M,1.9,0.0,MWHS
PBOXTF,F,2.7,0.5,SWHS
GCMZTG,M,4.0,0.0,HJHS
JAZSVU,F,4.1,0.0,SWHS
YMMSLC,M,2.0,1.0,NKHS
JVCUGT,F,6.7,0.0,NKHS
RLVFKA,F,3.1,2.0,SSHS
SHMEMI,F,2.7,0.0,HJHS
OGAGKV,F,0.0,0.0,HJHS
UKHLAP,F,3.5,0.0,SWHS
CIZHWJ,M,5.4,0.0,NKHS
QTJCWH,F,0.1,0.0,MWHS
TAEWSV,M,1.9,2.5,HJHS
GZTIUJ,M,0.0,0.0,PYHS
ZGKUPH,F,0.9,0.5,SSHS
LWIEMR,F,3.5,0.0,PYHS
YSWFUC,F,0.0,0.0,MWHS
QOUWHO,M,2.3,0.5,PYHS
OEOCCO,M,0.7,0.0,SSHS
ELDESD,M,2.9,0.0,SWHS
VWRMMO,M,2.0,0.0,SWHS
YAFWJI,M,0.0,0.5,MWHS
XDDGCW,M,4.2,0.0,SSHS
QWBPMG,M,3.8,1.0,PYHS
HRDMSQ,M,0.1,0.0,MWHS
SZEHEJ,M,1.3,0.0,MWHS
QKDKBB,M,3.7,0.0,SSHS
BFDKQB,F,0.2,0.5,SSHS
KTEZKI,F,0.0,0.0,PYHS
ZSWWKK,F,3.6,0.0,MWHS
JBLVYQ,M,3.5,0.0,SWHS
XSQQGJ,M,1.4,0.0,HJHS
HFDCKW,F,0.0,0.5,HJHS
MUFEAG,F,1.3,0.0,PYHS
DVFFLV,M,4.4,1.0,HJHS
SVXRFH,F,0.0,0.0,HJHS
JHVTLE,F,0.7,0.0,NKHS
ZLYOQJ,F,1.2,0.0,SSHS
VZXNDM,F,0.0,0.0,SWHS
FRSLNQ,F,1.4,0.0,HJHS
QAECPN,M,2.6,0.5,SSHS
HITEDB,F,0.0,0.0,SSHS
UTNXTD,M,0.5,0.0,SSHS
IUBXHC,M,0.6,0.0,PYHS
RTXEIP,M,2.2,0.0,MWHS
XEGDVQ,F,2.0,1.0,SWHS
HSWHKC,F,5.1,0.0,NKHS
SWXKBK,F,1.2,0.5,HJHS
ZRCAER,F,2.2,0.0,PYHS
JNTVGJ,M,0.7,0.0,SWHS
SGFCCB,M,2.4,0.0,HJHS
MMVAYN,M,2.1,0.0,HJHS
AXRXWY,F,1.7,1.5,SWHS
TQXFSD,M,1.0,0.0,NKHS
HMAKHA,F,4.0,0.0,SWHS
MAPUGV,F,6.0,0.0,SSHS
XEXRDY,F,2.9,0.0,NKHS
MZELXO,F,0.0,0.0,PYHS
BKTSPL,F,0.1,0.0,PYHS
YEOXYJ,M,0.0,0.0,MWHS
UGBRLR,M,0.0,0.0,HJHS
EJMFAN,F,2.0,1.0,PYHS
TCFPAA,F,4.0,1.0,SWHS
MUQHWE,M,0.0,0.5,MWHS
EFWEWP,F,3.8,0.0,HJHS
CQBBRT,F,2.7,0.0,HJHS
LMSXZU,F,3.9,1.0,PYHS
LVFVTK,M,4.2,0.5,NKHS
ELRSGC,M,2.8,0.0,HJHS
IXECLU,F,5.0,0.0,SWHS
MFKWNG,F,1.9,0.0,HJHS
CFPNXF,F,5.0,0.5,SSHS
JQTRYS,F,6.6,0.0,PYHS
GFESPD,M,0.0,0.0,PYHS
XPVAKR,M,1.5,1.0,NKHS
ZSJGPA,F,1.4,0.0,SSHS
RCQXAM,M,3.6,0.5,HJHS
MJVVSL,M,0.7,0.5,NKHS
PQMAQA,F,4.8,0.5,PYHS
SGKGRO,M,0.0,1.0,NKHS
FNSRZK,F,3.4,0.0,SSHS
GQSSMS,M,0.5,0.0,NKHS
CFRBIU,M,2.1,1.0,MWHS
OWJJKZ,M,2.1,0.5,HJHS
AJQJFH,F,2.8,0.0,HJHS
QQWKGL,F,3.6,0.0,HJHS
BKRQKZ,F,2.7,0.0,PYHS
MRSXNJ,M,0.0,0.5,MWHS
DEXLEZ,F,0.0,0.0,SSHS
UHFPLU,F,5.7,0.0,SSHS
ZJAPLX,M,1.6,0.0,HJHS
HWPZTD,M,4.9,0.0,HJHS
ZUMRMA,F,2.4,0.5,NKHS
QIOABE,M,3.0,0.0,SWHS
AGDGVT,M,4.8,1.5,NKHS
PJYQBQ,F,1.6,0.0,PYHS
CSULTH,F,1.2,0.0,HJHS
KJASDA,F,1.7,0.5,MWHS
RDGCWP,M,0.0,0.0,MWHS
DGTBNU,F,1.6,0.0,PYHS
FKDTCX,M,0.0,2.0,SWHS
WLFXSO,M,3.9,0.0,MWHS
SOQMGY,F,0.7,0.5,PYHS
CPACRH,M,0.0,1.0,SSHS
PBUURW,M,2.3,0.5,NKHS
WEDNDM,F,2.7,0.0,SWHS
FQGYER,F,4.0,0.0,SWHS
FMOUHV,M,2.8,0.0,SSHS
EXGAQQ,M,0.0,0.0,SSHS
FLQRMU,M,2.8,0.0,MWHS
YLRRWP,M,4.1,0.0,NKHS
ZKECYM,F,0.2,0.5,MWHS
NTNDFE,M,0.0,0.0,SSHS
PQMJKO,F,4.0,0.0,SSHS
AFYLPH,F,0.0,0.0,MWHS
EIASTN,M,2.6,1.0,MWHS
HPJSJW,F,2.4,0.5,HJHS
QWRDPL,F,1.3,0.0,SSHS
MPYTNX,M,1.2,0.0,MWHS
DVBKNB,F,3.3,0.0,HJHS
PPZFEQ,F,1.4,2.0,MWHS
VDUQEB,F,2.7,0.5,HJHS
KZYGSF,M,2.3,0.0,NKHS
ENOJAA,F,1.5,0.0,SSHS
EZJPFC,M,0.5,0.0,SSHS
PONEJT,F,2.0,0.0,MWHS
ZPKBEN,F,2.2,0.0,SSHS
AXKZZS,F,0.0,0.5,SSHS
VIGRRW,F,5.5,1.0,PYHS
WPVIAY,M,0.1,0.0,HJHS
CBAFAG,M,0.0,0.0,SWHS
YILTBS,M,4.1,0.0,MWHS
ELAMNB,F,5.0,0.0,MWHS
IHCCBC,F,2.5,0.0,SSHS
LSTUUM,F,0.0,0.0,NKHS
TCPHSC,M,0.0,0.5,SWHS
SXQGIU,F,0.9,0.0,MWHS
HUHVAT,M,5.9,0.0,PYHS
DZGKIH,M,3.2,0.0,NKHS
IMVNGG,M,1.8,0.0,SWHS
GMUCZT,F,3.3,0.5,PYHS
LLQTDI,M,4.4,0.0,NKHS
TIQLJV,M,0.0,0.0,HJHS
UDWFNB,F,5.5,0.0,HJHS
AVJOZM,M,1.8,0.0,PYHS
PIKUAW,F,0.8,0.0,HJHS
BZAJDH,F,6.0,1.5,PYHS
RODOWU,F,2.7,0.0,SWHS
FNOFGV,M,-0.0,0.0,MWHS
SLTXVC,M,3.4,0.0,MWHS
DRBFTY,F,1.5,0.5,SSHS
IDBPIS,M,2.7,0.0,SSHS
VOPZUZ,M,4.1,0.0,SWHS
MAOLZJ,M,2.8,0.0,SWHS
DCNAPB,F,0.0,0.0,NKHS
AQSKHJ,M,2.5,0.0,PYHS
ZMMTJP,M,2.1,0.0,SWHS
YGPFQY,M,1.0,0.0,HJHS
SGOZOJ,M,0.0,0.5,SSHS
XVBKWR,M,1.3,0.0,SSHS
LFGAIJ,M,1.3,0.0,NKHS
ZPTMYF,M,0.0,0.5,MWHS
UIJEDG,F,1.7,1.0,PYHS
GWBWFJ,F,1.4,0.0,SSHS
LHWWQQ,M,5.7,0.0,NKHS
XPCZRF,F,1.3,0.0,HJHS
CCATXB,M,2.2,0.0,SWHS
BEJQAB,F,1.1,0.5,SWHS
TEJIWQ,F,4.8,0.0,HJHS
OMUHOT,F,6.1,0.0,PYHS
APOGCG,M,0.0,0.0,HJHS
SIGJCO,F,1.8,0.0,NKHS
EHBBPK,F,4.9,0.5,SSHS
EEOXHT,M,1.7,0.0,HJHS
IKYIZD,F,0.7,0.5,PYHS
DKPDVU,F,4.5,0.0,NKHS
LBUFOF,M,0.1,1.0,PYHS
PBMJCX,F,1.1,0.0,HJHS
YBXUKU,M,4.4,0.0,PYHS
HGZTBG,F,0.3,0.0,MWHS
IAQWBW,F,2.1,0.0,SWHS
CTWNKP,F,3.0,1.0,SSHS
TNGLAR,F,0.0,0.0,PYHS
FIQCUQ,F,0.0,1.0,HJHS
WRUXTM,M,4.4,0.0,SSHS
TSQVPD,M,0.0,1.0,HJHS
UVEJPR,F,0.0,0.0,NKHS
CSISMH,M,3.4,0.5,SSHS
GTIROP,M,1.5,0.0,NKHS
AAGNSZ,M,1.9,0.0,PYHS
FURTML,F,0.4,0.0,SWHS
QFSFRU,M,0.0,0.5,SWHS
VBLLSH,M,2.6,0.5,SSHS
UTWLSI,M,3.0,1.0,SWHS
VBQGBO,M,0.7,0.5,SSHS
YWYAZO,M,5.9,1.0,NKHS
JVRPQD,F,4.8,0.0,PYHS
QSWSBU,M,0.0,0.0,MWHS
ATGEZF,M,2.1,0.5,HJHS
AOBJHN,M,5.7,0.5,SWHS
VGMNRC,M,5.6,0.0,SSHS
RKJPJG,F,0.0,0.0,SWHS
SNNNUF,F,1.8,0.5,PYHS
RPANJI,F,0.0,0.0,SSHS
AGEYCZ,M,1.7,0.0,NKHS
COUDTW,M,5.9,0.0,MWHS
OQOBBW,M,0.6,1.5,SWHS
KLBZXN,M,3.8,0.0,PYHS
XOTFSN,M,1.8,0.0,SWHS
GXPGGU,M,0.7,0.0,NKHS
NALFUA,M,0.1,0.0,MWHS
UITJIK,F,0.4,0.0,SWHS
FBBKXI,F,0.6,0.0,HJHS
ZEXOQY,F,0.7,0.0,NKHS
RJDUZL,F,0.0,1.0,SWHS
AXKMFK,F,1.2,2.5,SWHS
YCDGCY,F,4.0,0.5,HJHS
YHRPQK,F,4.5,0.0,MWHS
GRXNXM,F,0.1,0.5,MWHS
HKHLKI,F,2.4,0.0,SSHS
JASWWS,M,0.0,0.0,SWHS
ZLFBTJ,F,-0.0,0.5,MWHS
LPCEYI,M,2.2,0.0,SWHS
RALRXN,F,2.4,0.0,SSHS
FYPTXT,M,1.2,1.0,NKHS
UDAQVB,F,4.7,0.0,MWHS
XHSJPO,M,0.1,0.0,NKHS
OEXBAF,F,1.8,2.5,HJHS
MJCRPL,M,1.6,1.0,MWHS
